OBU_ID,DESTINATION_LINK_ID,ORIGIN_LINK_ID,CONDITION
122021,1096052,1047977,4
122021,1047977,1086247,4
122021,1085566,8103911,1
122021,1087112,1087110,2
122021,1086247,8101255,4
122021,1039180,1016202,4
122021,8897238,1033639,2
122021,7105231,8898300,4
122021,8101587,1069223,4
122021,8900864,8894097,4
122021,8894097,8893713,4
122021,8898872,8898872,4
122021,8898876,8898876,3
122021,8895231,8895231,1
122021,1043959,8891689,3
122021,8893713,1024728,4
122021,8654101,8654201,3
122021,1087178,1024764,2
122021,1087165,1087166,1
122021,1077593,1077588,1
122021,8107216,1039317,4
122021,1088935,1037178,2
122021,1085420,1085420,1
122021,1085420,1085421,1
122021,1065947,1015716,4
122021,1083354,1039181,4
122021,1083948,8900864,4
122021,8893884,8893884,1
122021,8895169,8892052,4
122021,8892053,8892051,1
122021,1095235,1095235,1
122021,1035565,1088128,4
122021,8102335,8892788,4
122021,8896111,1055951,1
122021,8893171,1067786,4
122021,7107194,8893845,4
122021,8898103,1036731,4
122021,1065306,8888723,4
122021,8896055,8183710,4
122021,1050621,1050621,1
122021,8102237,8895121,4
122021,8891005,1081568,4
122021,1083979,1083970,1
122021,8895949,8897456,4
122021,1088976,1039704,4
122021,1088474,1031865,3
122021,8891898,1044154,4
122021,8895724,8895893,4
122021,1087662,8106304,4
122021,1015714,8898205,4
122021,1083851,8897457,4
122021,1072278,1088606,4
122021,1090104,1072414,4
122021,1063217,1063216,1
122021,8893845,8893846,1
122021,7108711,1068109,4
122021,8208010,1080450,4
122021,1035675,1035633,2
122021,1067336,1067319,2
122021,8890610,8890610,3
122021,8893365,8890466,2
122021,8893747,8893746,2
122021,8896421,1023869,3
122021,1014501,8100818,2
122021,1012330,1069030,1
122021,1080434,8102835,3
122021,1036421,1085777,4
122021,1085777,8893852,4
122021,8572059,8572059,2
122021,8572059,8572110,1
122021,8891989,8891990,1
122021,8898671,1039029,2
122021,8593500,8102923,1
122021,1094595,1094595,1
122021,1083979,1083970,1
122021,8893852,1053377,4
122021,8893852,1053377,4
122021,1068108,8102238,4
122021,1050944,1069223,4
122021,8900864,8892115,4
122021,1068890,1068890,1
122021,1068894,1012235,1
122021,1012151,1012350,2
122021,1012364,1012364,1
122021,1012541,1066158,1
122021,1012393,1012438,1
122021,1012393,1012438,1
122021,1012393,1012438,1
122021,1012411,1068667,1
122021,8627700,8570543,2
122021,8897966,1089126,4
122021,5103261,5103262,2
122021,1079497,1039732,2
122021,8897957,8897958,1
122021,8892114,8892491,4
122021,8892492,8892492,1
122021,8895176,8897457,4
122021,1015715,1029479,4
122021,1052359,1052444,1
122021,1051994,1034231,4
122021,1080390,1087667,4
122021,1045576,1069997,4
122021,1045566,8189710,4
122021,8101983,1011705,1
122021,8893698,1067849,4
122021,8895231,8895231,1
122021,1089952,1088856,4
122021,1036380,8895240,4
122021,8101793,8895214,1
122021,1093247,8894230,4
122021,1025098,1025097,2
122021,1025098,1088811,4
122021,1035300,1035459,1
122021,1088879,8893068,4
122021,8894045,8897457,4
122021,1009274,8893601,2
122021,7108938,8891893,4
122021,8894046,8892046,4
122021,1018211,1010513,4
122021,1088027,8897457,4
122021,8570612,8894444,2
122021,8102002,1047691,2
122021,1047691,1081632,4
122021,1081611,8897457,4
122021,1063485,8895095,4
122021,8104276,8894438,4
122021,1033949,1025097,4
122021,1025097,1018634,4
122021,8898151,8898150,1
122021,1017346,1092348,4
122021,8565000,8898301,4
122021,8101966,8892115,4
122021,8898103,1020815,4
122021,8891613,1066279,4
122021,8891613,1066279,4
122021,1058457,1067123,4
122021,1064146,1050771,4
122021,1050771,1024437,3
122021,8891614,1067193,3
122021,1050770,1026751,4
122021,1030966,1030907,2
122021,1094462,1095909,1
122021,1095119,1095120,1
122021,8105899,8106857,1
122021,1029617,1029620,1
122021,7106609,7106609,1
122021,1086561,1086560,1
122021,7108862,7108861,2
122021,1030966,1030907,1
122021,1030032,1066553,4
122021,1031546,8891893,4
122021,1096381,8891997,4
122021,1096052,1035353,4
122021,1033749,1091009,4
122021,1069719,1069720,1
122021,1092685,1092684,2
122021,8888185,8888186,2
122021,8107250,8107250,2
122021,8676400,8676610,1
122021,1092685,1092684,2
122021,8888185,8888186,1
122021,8107250,8100782,2
122021,1047972,1004979,4
122021,1086124,8572183,4
122021,1063485,1063497,2
122021,1079440,8191210,4
122021,8894594,8894595,3
122021,1065576,1065828,1
122021,1017755,1065566,3
122021,1017824,1094301,1
122021,8897096,1065590,2
122021,1068640,1087759,4
122021,1094163,1088516,4
122021,8898056,1096085,4
122022,8114700,7108651,4
122022,1039635,1086211,4
122022,8891788,1007081,4
122022,1091377,1039170,4
122022,1039170,8571570,4
122022,1024470,1081275,4
122022,1033788,8893791,4
122022,1018892,1081143,4
122022,1096728,1024817,4
122022,8899235,1048095,4
122022,1048013,1048023,1
122022,1089936,1012777,4
122022,1033935,1072551,4
122022,1066219,1066219,1
122022,1030303,1072527,4
122022,1084125,1084104,4
122022,8570760,8892921,4
122022,8896273,8896434,4
122022,1072737,1084126,4
122022,1091430,1090766,4
122022,1063217,1063216,2
122022,1077486,1077479,1
122022,1090139,1058431,4
122022,8893107,1052634,4
122022,8177710,1052627,1
122022,1068108,1068106,3
122022,8315100,8315100,3
122022,1068109,1068109,3
122022,8315100,8315100,3
122022,1052633,8191210,4
122022,1093909,8897457,4
122022,1007622,1034186,4
122022,1080961,8898685,2
122022,8894779,1095794,4
122022,1059786,1083305,4
122022,8893148,5103879,4
122022,1085924,1035335,4
122022,1018211,8897860,4
122022,8570528,8339600,1
122022,1045571,1045585,2
122022,1051626,1051626,3
122022,1072103,8897861,2
122022,1071892,8895128,2
122022,1030140,1030141,2
122022,1030265,1086628,4
122022,8571012,1039181,4
122022,1037065,1037069,1
122022,1037183,1064773,1
122022,8893005,8893004,1
122022,8893004,1072736,4
122022,1030383,8133810,1
122022,7105522,1013588,1
122022,1013364,1058499,4
122022,1036491,8892163,4
122022,8892120,1096750,4
122022,8896433,1074724,3
122022,1082012,1082012,1
122022,1016292,1016275,1
122022,1065651,8897505,1
122022,1094823,1089362,2
122022,8899066,1093386,2
122022,1096750,8106631,4
122022,8102238,1091368,4
122022,1096729,1081108,4
122022,1096631,1065412,3
122022,1017360,1017403,2
122022,1017412,1017411,1
122022,1017451,1065023,3
122022,8570622,8107063,4
122022,1031992,1017235,4
122022,8317100,8892115,4
122022,1015714,1033709,4
122022,8893995,8895587,2
122022,1080398,1033661,2
122022,1016338,1016258,2
122022,1088733,8894584,4
122022,8101587,8102238,4
122022,1060270,1060270,1
122022,1060374,1070166,4
122022,1058455,1058401,4
122022,1046021,1045915,3
122022,8897324,1089763,2
122022,1074325,1074325,1
122022,1045926,1045925,1
122022,1046021,1046022,1
122022,1070163,1073577,4
122022,8100911,8895177,2
122022,8895170,8104314,4
122022,1036936,8571615,4
122022,8894174,1086756,4
122022,1029741,7109391,4
122022,8896695,8897456,4
122022,1082339,8891990,4
122022,1030568,1059666,4
122022,8893510,8101983,4
122022,8895182,8892164,1
122022,1054416,1095543,3
122022,1075113,1033696,4
122022,1080395,1037559,4
122022,1017919,8891957,4
122022,1063914,1063929,2
122022,8898814,1069680,2
122022,1046189,1045566,2
122022,1045566,1045586,3
122022,8892163,8892163,3
122022,1065385,1038157,1
