OBU_ID,DESTINATION_LINK_ID,ORIGIN_LINK_ID,CONDITION
3190391,1045708,1037651,4
3190391,8897957,8893725,4
3190391,8893725,8893725,2
3190391,8893725,8893725,2
3190391,1006670,1006671,3
3190391,8894421,1026309,1
3190391,8894427,8896140,2
3190391,8895125,1055833,4
3190391,8898670,8898670,1
3190391,8891864,1061488,4
3190391,1088302,1081000,4
3190391,1080998,1017060,4
3190391,1035797,1035797,2
3190391,1035892,1035578,1
3190391,1035892,1035578,1
3190391,1097012,1018712,4
3190391,1018868,7105289,4
3190391,8101588,1045915,4
3190391,1074281,8892568,4
3190391,1097058,1073469,4
3190391,1075958,8898316,1
3190391,8898316,1028220,4
3190391,1010640,8891000,1
3190391,1009537,1095638,4
3190391,1095638,1095638,4
3190391,1095638,1095637,2
3190391,1095637,1095638,3
3190391,1095638,1095638,3
3190391,1095638,1095638,4
3190391,1095638,1095637,2
3190391,1095637,1077503,4
3190391,1077474,1091181,4
3190391,8897725,1071716,4
3190391,1060352,1094499,3
3190391,1052849,1052840,2
3190391,8900683,8900684,4
3190391,1071841,1071848,3
3190391,1071842,1087004,2
3190391,8900681,8900684,3
3190391,1087002,1071843,1
3190391,8896319,8896320,2
3190391,8897634,1022858,4
3190391,1078609,1016206,4
3190391,1016169,8101973,4
3190391,1069392,8890610,4
3190391,8890462,1031764,4
3190391,7107107,7108861,3
3190391,8893677,8893677,1
3190391,8893677,8893677,2
3190391,1072569,1072576,2
3190391,1072559,1072555,2
3190391,1072676,1072574,3
3190391,8893678,8893677,2
3190391,8893677,8893677,1
3190391,1085662,1085662,2
3190391,1085845,1085845,2
3190391,1031122,8100811,3
3190391,1072867,8898872,4
3190392,1089588,1083209,4
3190392,1010566,1071677,4
3190392,1071677,8897630,2
3190392,1093601,8892923,4
3190392,1068111,8899182,4
3190392,1010079,1073549,4
3190392,8898170,8898170,3
3190392,1064198,1050847,2
3190392,1050834,1050842,3
3190392,1051199,1050849,3
3190392,1050840,1050841,2
3190392,1050841,1064110,3
3190392,1050973,1051378,1
3190392,1064198,1050847,3
3190392,1073549,1087917,4
3190392,8107429,8897969,2
3190392,1065161,1065161,1
3190392,1065146,8893999,1
3190392,8897977,1014048,3
3190392,8897977,1014048,2
3190392,1014047,1085530,3
3190392,1087918,1031408,4
3190392,8898296,1020928,4
3190392,1095945,1035948,4
3190392,1017580,1085377,1
3190392,1093400,8897031,4
3190392,1013613,1020928,4
3190392,1078616,1048693,4
3190392,8898867,8898829,1
3190392,1058276,1076489,4
3190392,1076489,1016270,4
3190392,1012840,7106601,4
3190392,1073209,1073258,2
3190392,8892115,8892114,2
3190392,8893871,8893871,1
3190392,1073209,1073258,3
3190392,8897915,8897914,3
3190392,1073209,1073204,2
3190392,1031498,1031484,1
3190392,7106602,1010500,4
3190392,8264900,8264900,2
3190392,8895490,8895490,1
3190392,1085318,1085318,2
3190392,8900418,8900419,3
3190392,1079823,1015235,1
3190392,1010500,5102053,4
3190392,1077415,8894588,4
3190392,8894588,8572080,4
3190392,1088883,1088883,2
3190392,1092226,1036096,1
3190392,1036133,1036285,1
3190392,8894440,1067873,4
3190392,1087533,1087532,1
3190392,1067864,8900151,4
3190392,1088418,1088419,2
3190392,8894150,1088155,2
3190392,8900149,8900148,2
3190392,8900150,8900151,2
3190392,8900149,8900148,2
3190392,8900150,8900150,4
3190392,8894153,1092515,3
3190392,8900151,1083472,4
3190392,8570932,8570933,3
3190392,7108715,7108714,2
3190392,1083278,1083275,2
3190392,1082158,1082159,2
3190392,1013962,8893998,1
3190392,1013793,1090711,4
3190393,1020926,1095321,4
3190393,1018564,8894550,4
3190393,1095506,8892923,4
3190393,1068111,1016369,4
3190393,1082209,8893255,4
3190393,8898295,1083075,4
3190393,1083147,8891418,4
3190393,8895829,1083956,4
3190393,1096052,1096052,3
3190393,8895862,5104258,1
3190393,8896354,8898062,3
3190393,8896354,8898062,1
3190393,8898062,8898062,1
3190393,1042206,8896341,2
3190393,8892284,8892283,2
3190393,8892283,1088113,1
3190393,8892280,8892282,3
3190393,8892286,8892287,2
3190393,1037058,1064541,1
3190393,1064541,1036986,2
3190393,1041539,1037376,4
3190393,8106925,8178200,4
3190393,1075381,5102009,4
3190393,1097366,1064316,4
3190393,1068098,1083992,4
3190393,1091639,1018627,1
3190393,1064677,8897840,4
3190393,8898607,1073946,4
3190393,1058608,1092605,4
3190393,8899432,8895926,1
3190393,8898521,8898521,1
3190393,8894562,8894562,3
3190393,8894562,8895850,1
3190393,8894562,8895850,1
3190393,8895850,8894562,1
3190393,8894562,8895850,2
3190393,1092634,1092605,3
3190393,8899432,8899433,1
3190393,8900227,1092605,3
3190393,1092634,1091951,4
3190393,1079578,1018884,4
3190393,8899534,1090219,4
3190393,1085417,8900039,4
3190394,1008694,1008601,2
3190394,8890795,8896055,4
3190394,8894246,1059394,4
3190394,1068109,1083187,4
3190394,8570610,8892012,1
3190394,8633500,1039635,1
3190394,8897916,8257300,4
3190394,1088849,1096053,4
3190394,1064837,1064837,3
3190394,8571807,1088906,2
3190394,1064734,1064732,1
3190394,1064736,1064896,3
3190394,1064899,1064889,2
3190394,1064901,1088912,2
3190394,8102824,1088906,2
3190394,1064838,1064831,2
3190394,1096052,8896821,4
3190394,1097025,1087188,4
3190394,1024833,1095441,4
3190394,1046412,1080011,4
3190394,1010530,1010529,2
3190394,8897020,8890762,4
3190394,8890762,8893323,3
3190394,8893323,8897841,4
3190394,1079854,1079579,4
3190394,1091318,8891893,4
3190394,1031007,1031010,1
