OBU_ID,DESTINATION_LINK_ID,ORIGIN_LINK_ID,CONDITION
4230230,1003980,8105201,4
4230230,1030240,1021144,4
4230230,8102004,1087478,4
4230230,1095471,1079988,4
4230230,1079967,1079963,1
4230230,1079989,1079990,1
4230230,1097644,8105638,4
4230230,1046067,1067323,4
4230230,1004632,1091934,4
4230230,8893660,8893869,4
4230230,1039505,1096959,4
4230230,1037410,1036282,4
4230230,1069360,8897791,4
4230230,1041619,1041619,2
4230230,1041621,7106877,4
4230230,8893846,8890997,4
4230230,8896988,1086125,4
4230230,8890676,5104244,4
4230230,1059419,7107589,4
4230230,1083181,7108654,4
4230230,1086107,1069521,4
4230230,1048184,1037427,4
4230230,1088553,1006180,4
4230230,8896405,8894052,4
4230230,7106308,8893110,4
4230230,1073358,1077957,4
4230230,1091178,1091177,2
4230230,1003260,8574811,1
4230230,8247400,8890582,1
4230230,1003584,8890609,1
4230230,8898327,8898328,2
4230230,8898327,8898328,1
4230230,1004622,1068109,4
4230230,1064316,1017832,4
4230230,8106305,1068070,4
4230230,1068060,1067373,4
4230230,8891385,8897263,4
4230230,1035301,8888186,4
4230230,1077612,8898397,4
4230230,1090144,8893986,4
4230230,1075775,1067213,4
4230230,1067213,1076885,4
4230230,1076857,1087986,4
4230230,1085342,1077507,4
4230230,1077477,8899653,4
4230230,1064475,1074181,4
4230230,1074179,1093550,4
4230230,8895134,8894614,4
4230230,1085319,1076772,4
4230230,1008649,1066993,4
4230230,8897957,8897957,1
4230230,1081888,8176100,4
4230230,8176100,1087667,4
4230230,1069719,1069720,1
4230230,1087667,1089618,4
4230230,1018168,8565000,4
4230230,1015254,1069848,4
4230230,1093984,1030774,4
4230230,1096418,1096418,1
4230230,1096418,8891178,4
4230230,8899005,8892046,4
4230230,8892046,1085931,2
4230230,1085931,8894222,4
4230230,8894222,1075968,4
4230230,8107032,1090453,4
4230230,1074820,8891605,4
4230230,7107200,1097047,4
4230230,1041121,1068486,4
4230230,8891861,8891860,2
4230230,1026866,8632410,4
4230230,1080108,8892144,4
4230230,1088811,7108663,4
4230230,8896005,8893916,4
4230230,1083158,1081875,4
4230230,8897958,1086126,4
4230230,1086107,1094059,4
4230230,1073329,8571567,4
4230230,1015235,8130610,4
4230230,8894271,1057542,4
4230230,8892898,1087490,4
4230230,1070037,1081491,4
4230231,1039180,1069276,4
4230231,8890996,1012082,4
4230231,8890996,1012082,4
4230231,1089321,8899476,4
4230231,1084103,1080393,4
4230231,8898339,1068054,4
4230231,1068063,1068063,2
4230231,1068055,1070131,4
4230231,1070146,8376010,4
4230231,8256400,1086904,4
4230231,1071901,8897021,4
4230231,8897021,8893276,1
4230231,8897021,8893276,4
4230231,8895827,8890929,2
4230231,1004932,1029741,4
4230231,8894500,8896012,4
4230231,8894500,8896012,4
4230231,1059538,8893068,4
4230231,8893441,8893441,3
4230231,1083537,1083297,4
4230231,1049822,7109239,4
4230231,8892115,1075942,4
4230231,1075942,1040383,4
4230231,8653711,8653711,1
4230231,8896598,1068780,4
4230231,8193510,8193500,1
4230231,8898413,8895791,4
4230231,7105697,1097644,4
4230231,8105796,8899535,4
4230231,8899535,8892002,4
4230231,1080020,8894294,4
4230231,1031416,1085813,4
4230231,1085812,1083183,4
4230231,1082264,1066598,4
4230231,1029734,1051596,4
4230231,1050732,1011062,4
4230231,8899588,8890877,4
4230231,1025609,8580301,4
4230231,1067465,1008601,4
4230231,1076864,1028795,4
4230231,1079853,8203210,4
4230231,1047550,8891078,4
4230231,8897061,8897060,1
4230231,1089444,1059401,4
4230231,8895231,8895231,1
4230231,8892511,8892511,2
4230231,1096400,8191210,4
4230231,8192110,8891808,4
4230231,8897529,1012082,4
4230231,1082056,1059583,4
4230231,1068068,8891724,4
4230231,8892348,1010566,4
4230231,1079952,8896040,4
4230231,1078120,1093908,4
4230231,7108703,7108704,1
4230231,1010971,1068486,2
4230231,8193600,8892364,4
4230231,1059633,1059633,1
4230231,1068083,1084078,4
4230231,1095167,1021186,4
4230231,1021454,1044590,2
4230231,1045518,1087366,1
4230231,1087366,1067507,4
4230231,1003980,1011168,4
4230231,1083311,8894584,4
4230231,8894584,1067866,4
4230231,1071771,7104902,4
4230231,1083565,1016765,4
4230231,8894134,1031623,4
4230231,8896825,1011174,4
4230231,1097308,8896068,4
4230231,1078721,1083935,4
4230231,8894152,8171400,4
4230231,1027921,8888044,4
4230231,8618300,1010894,4
4230231,1076862,8894906,4
4230231,8209710,1067786,4
4230231,1086125,8895808,4
4230231,8105201,8893326,4
4230231,1077001,8893329,2
4230231,1006637,1015609,4
4230231,1006637,1015609,4
4230231,8894885,8894884,2
4230231,8897262,1049554,4
4230231,8894549,1092751,4
4230231,1059400,1059400,2
4230231,1059452,1059454,2
4230231,1059377,7108654,4
4230231,1086107,1079987,4
4230231,1080008,1010566,2
4230231,1079978,8100808,4
4230231,1039679,1055923,4
4230231,8895831,8181700,4
4230231,1089799,8891905,4
4230232,1059399,8892496,4
4230232,1057529,1057897,1
4230232,1096400,8896484,4
4230232,8892568,8896325,1
4230232,8369300,8369310,1
4230232,8369310,8369310,1
4230232,1058431,1079927,4
4230232,1079858,8894736,4
4230232,8376110,8890954,4
