OBU_ID,DESTINATION_LINK_ID,ORIGIN_LINK_ID,CONDITION
217063,1058457,1025798,4
217063,8894620,1012018,4
217063,8894440,8894119,4
217063,1037416,8891794,4
217063,8181710,8181700,3
217063,1005164,1005164,4
217063,1005165,1005165,1
217063,1004942,1004941,1
217063,1005164,1004972,1
217063,8891661,8894584,3
217063,8894584,8894583,2
217063,8894443,1095344,2
217063,8892114,8896807,2
217063,1039167,1039149,2
217063,8890735,8895240,3
217063,8571400,8571614,4
217063,8890737,1078618,4
217063,1021032,1084126,4
217063,1093517,1003461,4
217063,8900065,8900064,2
217063,1025097,8105176,4
217063,8891590,5104133,2
217063,8891590,5104133,4
217063,1010115,1091329,3
217063,1091329,5104133,4
217063,5104133,5104133,3
217063,5104133,1010129,2
217063,5104133,1010129,3
217063,1010129,1010129,2
217063,1010129,1010132,4
217063,1010132,5104133,1
217063,5104133,1010120,3
217063,1010120,8895166,4
217063,8584800,8896128,4
217063,8894341,1005194,4
217063,7108676,7108621,2
217063,8102237,8102238,2
217063,1049594,1023869,3
217063,1005779,1004735,2
217063,1004735,1096992,4
217063,1079703,8893395,2
217063,1086400,1086400,1
217063,1037418,1037419,2
217063,1090150,1090919,1
217063,1083872,1015716,4
217063,8891140,1013822,1
217063,1018868,1085172,1
217063,1088025,8895129,4
217063,8102237,1033788,4
217063,1014048,1014047,3
217063,8897970,1089718,1
217063,1094523,7104864,3
217063,1094510,1094511,4
217063,1018355,1021026,3
217063,1021185,8896091,4
217063,1094916,8677900,4
217063,8107093,8107093,1
217063,8893768,8894119,4
217063,1037416,8892360,4
217063,1046165,1045569,1
217063,1045570,1045564,2
217063,1045565,1034466,4
217063,8898359,8898359,1
217063,1083948,1088986,2
217063,1083936,8892229,2
217063,8892229,8892228,2
217063,1089008,1089009,1
217063,1089014,1089014,3
217063,8893795,8893795,1
217063,1068994,1085470,4
217063,8570540,1068714,1
217063,1089484,1084070,3
217063,1084075,8892496,4
217063,1048734,1012048,4
217063,1083550,1014498,1
217063,8896992,8896992,3
217063,1014193,1089161,1
217063,1089161,1014135,2
217063,1013736,1011811,4
217063,8896991,8896992,4
217063,8229400,1085510,2
217063,1096696,1013632,1
217063,1013636,1025322,4
217063,1075595,8893068,4
217063,1095117,1074767,1
217063,1074761,8896434,1
217063,1074851,1065412,4
217063,1074851,1065412,3
217063,1069235,8196310,4
217063,1084125,1084126,3
217063,1039180,8898870,3
217063,1039180,8898870,2
217063,1058433,8892624,4
217063,1058460,8895168,4
217063,1090027,8892010,2
217063,8570733,7108861,4
217063,8570733,7108861,3
217063,8897527,8897528,2
217063,1011334,8101974,4
217063,8891982,8891982,1
217063,8101829,1011789,4
217063,8891064,8891063,1
217063,8896044,8896044,4
217063,8896958,1091316,3
217063,1009320,1075417,4
217063,8894725,8894726,4
217063,8102237,1072917,4
217063,1067815,8893111,3
217063,8896010,8896241,4
217063,1058454,1058572,1
217063,1058572,1058409,2
217063,1069853,1069853,3
217063,1096066,1096066,2
217063,8131400,1015852,1
217063,1015715,5101877,4
217063,8900864,1048289,4
217063,8898848,1031549,4
217063,1074725,1088792,4
217063,1089485,1081475,3
217063,1081675,1035172,2
217063,1035128,1035128,2
217063,1081475,1089484,3
217063,1081367,1037798,2
217063,1081923,1081920,1
217063,1088792,1039263,4
217063,1037779,1039075,4
217063,1090432,8895167,4
217063,1031992,1008518,4
217063,1004973,8891348,4
217063,8896068,8896068,2
217063,1020480,1020479,3
217063,8893975,1091368,4
217063,1089120,1069111,2
217063,1068709,1012195,2
217063,1068713,1068714,2
217063,8627700,8888067,1
217063,8189210,1096673,3
217063,1094294,1091444,4
217063,8622900,8895254,1
217063,8900124,8900138,2
217063,1011323,8892585,4
217063,8895176,8893432,4
217063,1017362,1085533,2
217063,1085533,1018598,2
217063,1064578,1089640,3
217063,1065200,1087986,3
217063,1091639,1083342,4
217063,8897079,8897079,2
217063,1066197,1066198,3
217063,8369300,8369300,1
217063,1087668,1087667,1
217063,1058578,8895165,3
217063,1015716,1072249,4
217063,1072249,8893510,4
217063,8893873,8893873,2
217063,8893873,8893873,2
217063,8105960,8105960,2
217063,8898669,8898669,2
217063,1037357,1037356,3
217063,8571739,8571739,3
217063,1046869,1087386,2
217063,8571740,8891862,3
217063,1058457,1092366,4
217063,8894583,1066277,4
217063,8891630,8102238,4
217063,8896433,1066992,4
217063,1049990,1049989,1
217063,1050946,8895239,4
217063,1033684,1080429,2
217063,8891177,8891176,2
217063,8899584,8893792,3
217063,1019248,1018933,4
217063,8101565,8101565,3
217063,7107166,7107167,2
217063,8893397,1031274,4
217063,1053308,1072233,1
217063,7105974,1086582,2
217063,1073163,1073157,2
217063,1054642,1054668,1
217063,8894192,8894192,1
217063,1041042,1016477,4
217063,8189710,8101971,4
217063,1011060,1068851,2
217063,8101963,8101971,4
217063,7107281,8199000,3
217063,8570635,8890908,2
217063,8894519,8894518,2
217063,1079987,1097645,3
217063,1031546,1031526,2
217063,8897233,8897234,1
217063,1091377,1011705,3
217063,8896168,8896168,2
217063,8891793,1028475,1
217063,8571875,1005298,4
217063,1066553,1080600,1
217063,1066553,1080600,4
217063,1066553,1080600,3
217063,8594300,1044596,4
217063,8891325,8891993,4
217063,1034012,1034003,1
217063,1033949,1008373,4
217063,8896165,1061668,4
217063,1075773,7106880,4
217063,8893791,8893792,3
217063,8898316,8898315,2
217063,8898315,8898315,1
217063,5103789,5103771,3
217063,8891052,1052588,4
217063,1059400,8107376,4
217063,8107376,8894693,2
217063,8898103,1066553,4
217063,8897820,8897821,2
217063,8896433,8895217,4
217063,8895241,8895241,1
217063,8888178,1095354,4
217063,1069007,1015716,4
217063,7108628,1085864,4
217063,7108628,1085864,3
217063,1072636,1072635,1
217063,1072636,1072635,3
217063,1072636,1072635,3
217063,1072636,1085866,3
217063,1085860,1085860,3
217063,1085860,1085860,2
217063,1085860,1072636,2
217063,1085860,1072636,3
217063,1085860,1072636,1
217063,1072635,1085860,3
217063,1072635,1085860,3
217063,1072635,1085860,2
217063,1085859,1031037,2
217063,1072744,1084697,4
217063,8891180,8891181,3
217063,1068757,1068780,1
217063,8192100,1039263,2
217063,8192100,1039263,4
217063,1092310,1095256,2
217063,1088896,1096059,2
217063,1036870,1036236,4
217063,1064831,1064843,2
217063,1039209,8895166,4
217063,8892163,1013604,4
217063,1083186,1083183,3
217063,8896992,1011524,3
217063,1013281,1083183,4
217063,8896991,8896992,2
217063,1013605,8107250,4
