OBU_ID,DESTINATION_LINK_ID,ORIGIN_LINK_ID,CONDITION
85019,1091694,8896012,4
85019,1059540,1068068,1
85019,1068083,1089420,4
85019,8897988,1035303,4
85019,1037910,1067371,4
85019,8890641,1066951,4
85019,1087464,1068110,4
85019,1068082,1069538,4
85019,1047448,1059398,1
85019,1047448,1059398,4
85019,5102721,8891335,4
85019,1078719,8898315,4
85019,1029435,1009894,4
85019,5102138,1059545,4
85019,8895133,1096731,4
85019,8895304,1083031,4
85019,1062539,1012882,3
85019,1012882,8895140,4
85019,8893356,1083269,4
85019,7108033,8176810,4
85019,7108033,8176810,1
85019,8891926,8900040,4
85019,1001402,8896056,4
85019,1080064,8895146,4
85019,1088153,1088154,3
85019,8894982,1083157,4
85019,1082264,8893895,4
85019,8163210,1084363,4
85019,8899584,1069182,4
85019,8107608,1045915,4
85019,8327400,8105862,4
85019,1026393,7108317,4
85019,1075519,1083082,4
85019,8895549,8893851,4
85019,1011505,8493600,1
85019,1011550,1011199,4
85019,1089842,1069135,4
85019,8104260,1015838,4
85019,8894134,8896988,4
85019,1068810,1078495,4
85019,8899111,8257300,4
85019,1082425,8897917,4
85019,1091116,1010566,4
85019,1096067,1074909,4
85019,1074885,1036095,4
85019,1036089,8894617,4
85019,1086126,8895223,4
85019,8895223,8891862,4
85019,1008565,8897412,4
85019,1045748,1045792,1
85019,1045799,8223210,1
85019,8369300,8369310,1
85019,8369300,8369310,1
85019,1045799,8223210,1
85019,8892466,1075147,4
85019,1028870,8636211,4
85019,1057780,8896822,4
85019,1040057,8894550,4
85019,1050899,8890747,4
85019,1006667,1006667,1
85019,8890823,1074996,4
85019,1075055,1075560,4
85019,8893327,1029789,4
85019,8898295,8895791,4
85019,8895237,8102129,3
85019,8895792,1095353,4
85019,7108734,7108735,2
85019,7106599,7106598,2
85019,1037898,1037898,2
85019,8893884,8893884,2
85019,1088498,1088499,2
85019,8893883,8893884,1
85019,1095352,1087048,4
85019,1050933,8898389,4
85019,1041485,8899587,4
85019,8896060,1079907,4
85019,8891069,1068098,4
85019,1068108,1005591,4
85019,1077051,1010870,4
85019,1083231,1083278,1
85019,1089373,1085497,1
85019,1083335,8125900,4
85019,1055335,1015884,4
85019,1082027,8103849,4
85019,1006266,8897234,4
85019,1079983,1086625,4
85019,8895486,1069581,4
85019,1090175,8102649,4
85019,1082014,8346010,4
85019,8571407,8895423,4
85019,8888107,8101632,4
85019,1091957,1080393,4
85019,1065682,1065678,1
85019,8899165,1077607,4
85019,8893714,8893715,3
85019,8893715,1085407,4
85019,8894590,8280310,4
85019,8897841,5102009,4
85019,5103927,8895241,4
85019,1032232,8895233,1
85019,1034012,8890578,4
85019,8890668,8897984,4
85019,8898339,8106223,4
85019,1083584,1093958,4
85019,1093958,8895359,4
85019,8895359,8891875,1
85019,1086614,8571236,1
85019,8571956,8890893,4
85019,8890889,8890890,2
85019,8890892,8890892,2
85019,8890893,1020984,4
85019,1021204,1021204,2
85019,8571600,1075942,4
85019,8571600,1075942,1
85019,1075942,1075952,1
85019,8103459,8893294,4
85019,8893294,1029341,4
85019,1028248,1029078,2
85019,8894438,8893581,4
85019,8893581,8895778,3
85019,8893353,8894979,4
85019,1018843,1035335,4
85019,8892090,8892130,4
85019,8893511,1093826,4
85019,8571536,8896056,2
85019,1075812,8892814,4
85019,8892814,1068976,4
85019,1090301,8178200,4
85019,8894626,8894595,4
85019,1033805,1034135,1
85019,1081285,1011515,4
85019,1094294,1089740,4
85019,1004596,1012296,4
85019,1011705,1069657,4
85019,1087381,8102778,4
85019,8894852,1094400,4
85019,1028248,1028220,1
85019,8893597,8893596,1
85019,1075722,8892588,4
85019,8894895,8897021,4
85019,1082264,8893999,4
85019,8192110,8895517,4
85019,1075721,8896820,4
85019,1032865,1032876,2
85019,1052633,8892046,4
85019,1082063,1097331,2
85019,8891108,1001401,4
85019,1022126,8899667,4
85020,1094302,1094097,4
85020,8296900,8296900,1
85020,1095637,1095637,3
85020,8897880,8897880,1
85020,1050157,1068626,4
85020,8189800,8189810,2
85020,1066153,1068624,1
85020,1066151,1071927,2
85020,1066151,1071927,4
85020,1071893,8893846,4
85020,1035301,1011199,4
85020,1012223,1030387,4
85020,1029635,1058401,4
85020,8895130,1030748,3
85020,1030750,1084078,4
85020,1082349,1069039,4
85020,1069116,1069109,2
85020,1068996,8893106,4
85020,8649511,1076846,4
85020,1008595,1088151,4
85020,8571712,1021150,4
85020,1020431,8892653,4
85020,8103728,8103728,1
85020,8103722,1083081,4
85020,8894376,8894977,4
85020,1055336,1041782,4
85020,1041781,8894424,4
85020,1024760,1010870,4
85020,8894825,8894824,2
85020,1010804,1038747,4
85020,5104306,1018932,4
85020,1090530,1030450,4
85020,8891884,8227100,4
85020,1085857,1085858,3
85020,8227000,1033949,4
85020,8896597,1080228,4
85020,8896597,1080228,1
85020,1080216,1083081,4
85020,1034026,8891722,4
85020,1025098,1068701,4
85020,1085474,1069039,1
85020,1068700,1049515,4
85020,1049103,1030540,4
85020,1012882,1084310,4
85020,1083246,1029901,4
85020,1080389,1080389,1
85020,1029900,8893699,4
85020,1028056,1089167,4
85020,8192110,8893356,4
85020,1024919,1067182,4
85020,1087074,1089460,4
85020,8891082,8891083,3
85020,8897989,8890402,4
85020,1001401,8895233,4
85020,8100869,1003382,4
85020,8890597,1097596,4
85020,1052855,8572016,1
85020,1068111,7108402,4
85020,8893278,8264300,4
85020,1025363,8891092,4
85020,1083386,1083140,4
85020,1011174,8895133,4
85020,8571916,8571917,3
85020,8896009,8571258,1
85020,1064315,1068080,1
85020,1068080,1090683,4
